episode_index,building,collector_id,language_instruction,language_instruction_2,language_instruction_3,is_episode_successful,task_index
20864,BAIR,5d05c5aa,Stack the cups from right to left,Stack the clear cups together from right to left,Stack the cups into each other from right to left,true,10737
20875,Berkeley Way West,5d05c5aa,Put the contents in the white plastic bag,Put the objects on the table in the plastic bag,Put the items on the table in the plastic bag,true,12815
20933,Autolab,5d05c5aa,Put all the objects surrounding the plate on the plate.,Put the objects on the table onto the tray,Put the items on the table on the plate,true,12848
21136,BAIR,5d05c5aa,Pick up the lid from the table and put it on the kettle.,Put the lid on the tea pot,Put the lid on the silver pot,true,12970
21173,BAIR,5d05c5aa,Put the lid on the silver teapot.,Put the silver lid on the silver kettle,Put the lid on the kettle,true,12991
21215,BAIR,5d05c5aa,"","","",false,0
21294,Autolab,5d05c5aa,Pick up the yellow cable and put it in the cable box.,Put the cable in the cable box,Put the yellow cable in the storage box,true,13058
21378,Autolab,5d05c5aa,"","","",false,0
21403,BAIR,5d05c5aa,Pick up the green block from the table and put it in the black bowl.,Put the green block in the bowl,Pick up the green object from the table and put it in the bowl,true,3596
21536,Berkeley Way West,5d05c5aa,"","","",false,0
21553,BAIR,5d05c5aa,Stack the cups from back to front,Stack the three cups together,Put the blue cup in the orange cup then put the orange cup in the yellow cup,true,13200
21606,Autolab,5d05c5aa,"","","",false,0
21641,BAIR,5d05c5aa,"","","",false,0
21760,BAIR,5d05c5aa,Put the cups one inside the other,Stack the cups on the table,Stack the three cups together from right to left,true,4097
21773,BAIR,5d05c5aa,Pick up the lid and put it on the kettle,Pick the lid on the table and put it on the kettle,Put the metal lid on the tea pot,true,11181
21795,Autolab,5d05c5aa,Put the yellow cable in the gray box,Put the yellow cable in the grey box,Place the yellow cable into the box ahead of it,true,13349
21812,BAIR,5d05c5aa,Put the toy tiger in the black bowl,Put the tiger plush in the bowl,Put the stuffed animal in the black bowl,true,13360
21823,Berkeley Way West,5d05c5aa,"","","",false,0
21863,BAIR,5d05c5aa,Put the stuffed animal in the bowl,Put the tiger plush toy in the black bowl,Pick up the animal toy from the table and put it in the black bowl.,true,13392
21884,Autolab,5d05c5aa,Put the bottles on the tray,Put the bottles and strawberry plushie on the white plate,"Place the play dough containers, the jar with the orange lid, the white bottles and the red object onto the white plate",true,3526
21997,Autolab,5d05c5aa,Put the bottles on the tray,Put the bottles and the strawberry plushie on the white plate,Put the containers and strawberry on the white plate.,true,3526
22014,Autolab,5d05c5aa,Put the yellow cable in the compartment.,Place the yellow cable inside the box ahead of it,Take the yellow cable off the shelf,true,13479
22048,Autolab,5d05c5aa,Pick up the bottles from the table and put them on the plate.,Put the containers and strawberry on top of the white plate.,Pick up all the objects around the plate and put them on the plate,true,13498
22070,Berkeley Way West,5d05c5aa,Remove the deer toy and containers from the white plastic bag and place them on the table,Move the items in the plastic to the table,Remove the objects in the plastic and put them on the table,true,13509
22074,Berkeley Way West,5d05c5aa,Put the objects on the table into the plastic bag.,Move all the items on the table to the plastic,Pick up all the objects from the table and put them in the plastic bag,true,5819
22092,Autolab,5d05c5aa,Pick up the black cable and put it in the box.,Put the black cable in the grey box,Place the black cable into the box,true,11311
22124,Autolab,5d05c5aa,"","","",false,0
22127,BAIR,5d05c5aa,Place the block in the bowl,Put the green cube into the black bowl,Pu the green block in the bowl,true,1953
22135,BAIR,5d05c5aa,Put the green block inside the black bowl then place the yellow block on top of the green block,"Pick up the green object and the yellow object  from the table, and put them in the black bowl",Put the green and yellow blocks in the black bowl,true,13544
22155,Autolab,5d05c5aa,"","","",false,0
22195,Autolab,5d05c5aa,"","","",false,0
22222,Autolab,5d05c5aa,"","","",false,0
22256,BAIR,5d05c5aa,Put the blocks inside the black bowl,Put the blocks in the bowl,Put the blocks in the bowl,true,13605
22290,Autolab,5d05c5aa,"","","",false,0
22429,BAIR,5d05c5aa,Cover the silver pot with the silver lid,Cover the kettle with the lid on the table,Pick up the lid and put it on top of the kettle,true,13658
22441,Autolab,5d05c5aa,"","","",false,0
22506,BAIR,5d05c5aa,Straighten the white rope across the black thing,Put the rope on the black thing,Straighten the rope across the black thing,true,13746
22531,Autolab,5d05c5aa,Put the cable on the top shelf in the tray behind it,Put the black cable in the grey box,Place the black cable in the toolbox.,true,13762
22604,BAIR,5d05c5aa,"","","",false,0
22625,Autolab,5d05c5aa,"","","",false,0
22648,Autolab,5d05c5aa,Put the paper and the white object in the drawer and close the drawer,Put the objects on the table inside the drawer then close the drawer,Put the paper and the silver flash drive in the drawer and close it,true,13825
22651,Autolab,5d05c5aa,"","","",false,0
22661,BAIR,5d05c5aa,"","","",false,0
22762,Berkeley Way West,5d05c5aa,Put the objects on the table in the plastic bag,Place all the objects on the table into the plastic carrier bag,Pick up all the objects from the table and put them in the plastic bag,true,734
22795,Autolab,5d05c5aa,Put all the objects around the white plate into the white plate,Put the items on the table on the plate,Pick up all the bottles and the orange toy that are around the white plate and put them on the white plate,true,13895
22865,Berkeley Way West,5d05c5aa,Take everything out of the plastic bag,Remove all the objects from the plastic carrier bag and place them on the table,Take the items out of the white plastic bag and place them on top of the table.,true,13933
22892,BAIR,5d05c5aa,"","","",false,0
23085,BAIR,5d05c5aa,Put the rope on the black thing,Lay the rope on the black object,Put the rope straight along the board,true,1116
23096,BAIR,5d05c5aa,Put the green block inside the black bowl,Put the green block in the black bowl,Pick up the green block from the table and put it in the black bowl,true,801
23377,Autolab,5d05c5aa,Put the plastic bag and grey thing on the table in the open drawer and then close the drawer,"Put the plastic and the grey object in the first top drawer, then close the drawer","Place the bag and metal object in the topmost drawer, then close the drawer",true,14224
23406,BAIR,5d05c5aa,Pick up the green block from the table and put it in the black bowl,Place the green block in the bowl,Take the green block and put it in the black bowl,true,14234
23464,BAIR,5d05c5aa,Place the green wooden block inside the black bowl,Place the green block inside the black bowl,Put the green block in the bowl,true,14276
23524,BAIR,5d05c5aa,Stack the clear cups together,Stack the cups together,Stack up the cups,true,4446
23568,BAIR,5d05c5aa,Stack up the cups,Stack the cups,Stack the three cups together,true,840
23669,BAIR,5d05c5aa,Put the green cube inside the the black bowl,Put the block in the bowl,Pick up the green block from the table and put it in the black bowl.,true,14390
23731,Autolab,5d05c5aa,Pick up the bottle and the marker and put them in the open drawer and close it,Move both the white object and the lighter on the table to the topmost drawer,"Put the plastic and the grey object in the first top drawer, then close the drawer",true,14423
23912,Autolab,5d05c5aa,"","","",false,0
24138,BAIR,5d05c5aa,Put the block in the bowl,Put the green block in the black bowl,Put the block in the bowl,true,2630
24189,Autolab,5d05c5aa,Put the objects in the top drawer of the cabinet and close it,"Put the plastic and the white object in the first top drawer, then close the drawer",Put the clear plastic and white object inside the top drawer then close the drawer.,true,14681
24214,BAIR,5d05c5aa,"","","",false,0
24232,BAIR,5d05c5aa,"","","",false,0
24676,Autolab,5d05c5aa,Place the containers and orange toy on the white plate,Put the items surrounding the plate on the plate,Pick up the items on the table and put them on the plate,true,14960
24824,Berkeley Way West,5d05c5aa,Pick the objects in the plastic bag and put them on the table,Put the items in the plastic bag on the table,Remove the objects from the plastic bag,true,15038
24891,Autolab,5d05c5aa,"","","",false,0
25028,Autolab,5d05c5aa,"","","",false,0
25072,Autolab,5d05c5aa,"Put the yellow, blue , orange and green lego bricks in the black bowl",Place all the lego pieces inside the black bowl,Put the building blocks inside the black bowl.,true,15174
25151,Berkeley Way West,5d05c5aa,Put the things on the table in the plastic bag,Put the objects on the table inside the plastic bag,Put the objects on the table in the plastic bag,true,15220
25190,Autolab,5d05c5aa,"","","",false,0
25214,BAIR,5d05c5aa,"","","",false,0
25222,BAIR,5d05c5aa,Pick up the green block from the table and put it in the black bowl,Pick up the green block and place it in the black bowl,Take the green block from the table and place it in the black bowl,true,14234
25280,Autolab,5d05c5aa,Put the two objects on the table into the drawer then close the drawer.,Place the two objects into the open cabinet drawer and close the drawer,"Put the battery and the grey object in the first top drawer, then close the drawer",true,15293
25312,Berkeley Way West,5d05c5aa,Remove all the objects from the white plastic bag and put them on the table,Remove all the objects from the plastic carrier bag and place them onto the table,"Put the containers, white box and strawberry toy on the table.",true,15312
25403,Autolab,5d05c5aa,Remove the black cable from the plastic bag,Remove the cable from the plastic on the table,Remove the cable from the plastic,true,15366
25471,Autolab,5d05c5aa,Pick up the black cable and put it in the tool box,"Pick up the cable in front of the grey object, and then place it in the grey object",Put the black cable in the grey box,true,359
25560,Berkeley Way West,5d05c5aa,Pick up the bottles and containers from the plastic bag and put them on the table.,Place all the items in the plastic on the table,Remove the objects from the plastic and put them on the table,true,15450
25562,BAIR,5d05c5aa,Align the rope in its path on the object,Align the rope with the black object,Align the rope on the object and make it fit in the slot,true,15452
25589,BAIR,5d05c5aa,"","","",false,0
25594,Autolab,5d05c5aa,Pick up the bottles and small containers from the table and put them on the white plate.,Pick up all the bottles and the orange object that are surrounding the white plate and put them on the same plate,Put the bottles and the strawberry plushie that are around the white plate on the white plate,true,1490
25619,BAIR,5d05c5aa,"","","",false,0
25633,BAIR,5d05c5aa,Pour the contents of the orange cup into the black bowl,Pick up the orange cup and pour its contents in the black bowl.,Pour the contents of the cup into the bowl,true,8399
25673,Autolab,5d05c5aa,Put the cable in the tool box,Put the cable in the caddy behind it,Put the black cable in the white storage box,true,15510
25821,Autolab,5d05c5aa,"","","",false,0
25854,BAIR,5d05c5aa,Put the yellow cup in the blue cup then pick the blue cup and put it in the orange cup,Stack the three cups on the table,Stack the cups together,true,15612
25867,Autolab,5d05c5aa,Put the black cable in the gray box,Put the black cable in the grey toolbox.,Put the black cable in the storage box,true,3620
25884,Autolab,5d05c5aa,"","","",false,0
26020,Autolab,5d05c5aa,Pick up the black cable and put it in the tool box,Pick up the black cable and put it in the gray storage box,Put the black cable in the grey box,true,359
